id,data,label
8481,"Subject to the following provisions of this Sub-Clause, the Contract Price shall be adjusted to take account of any increase or decrease in Cost resulting from a change in any permit, permission, license or approval obtained by the Employer or the Contractor under sub-paragraphrespectively, of Sub-Clause.",NON
8482,"the require ments for any permit, permission, licence and approval to be obtained by the Contractor under Sub-Clause made and officially published after the Base Date, which affect the Contractor in the performance of obligations under the Contract.",NON
8483,In this Sub-Clause “change in Laws” means any of the changes under sub-paragraphs above.,NON
8484,"If the Contractor suffers delay and incurs an increase in Cost as a result of any change in Laws, the Contractor shall be entitled subject to Sub-Clause to EOT and payment of such Cost.",EMPLOYER#OBLI-explain
8485,"If there is a decrease in Cost as a result of any change in Laws, the Employer shall be entitled subject to Sub-Clause to a reduction in the Contract Price.",NON
8486,If any adjustment to the execution of the Works becomes necessary as a result of any change in Laws:,NON
8487,"the Contractor shall promptly give a Notice to the Employer,",CONTRACTOR#OBLI-direct
8488,the Employer shall promptly give a Notice to the Contractor.,EMPLOYER#OBLI-direct
8489,"Thereafter, the Employer shall either instruct a Variation under Sub-Clause or request a proposal under Sub-Clause.",EMPLOYER#OBLI-direct
8490,"If there are no schedule of cost indexation in the Particular Conditions, this Sub-Clause shall not apply.",NON
8491,"The amounts payable to the Contractor shall be adjusted for rises or falls in the cost of labour, Goods and other inputs to the Works, by the addition or deduction of the amounts calculated in accordance with the schedule of cost indexation in the Particular Conditions.",NON
8492,"To the extent that full compensation for any rise or fall in Costs is not covered by this Sub-Clause or other Clauses of these Conditions, the Contract Price stated in the Contract Agreement shall be deemed to have included amounts to cover the contingency of other rises and falls in costs.",NON
8493,The adjustment to be applied to the amount otherwise payable to the Contractor under Clause shall be calculated for each of the currencies in which the Contract Price is payable.,NON
8494,No adjustment shall be applied to work valued on the basis of Cost or current prices.,NON
8495,"Until such time as each current cost index is available, the Employer shall use a provisional index for the purpose of interim payments under Sub-Clause.",EMPLOYER#OBLI-direct
8496,"When a current cost index is available, the adjustment shall be recalculated accordingly.",NON
8497,"If the Contractor fails to complete the Works within the Time for Completion, adjustment of prices thereafter shall be made using either each index or price applicable on the date 49 days before the expiry of the Time for Completion of the Works.",NON
8498,"If the Contractor fails to complete the Works within the Time for Completion, adjustment of prices thereafter shall be made using either the current index or price whichever is more favourable to the Employer.",NON
8499,Unless otherwise stated in the Particular Conditions:,NON
8500,"payment for the Works shall be made on the basis of the lump sum Contract Price stated in the Contract Agreement, subject to adjustments, additions and deductions in accordance with the Contract.",NON
8501,"the Contractor shall pay all taxes, duties and fees required to be paid by the Contractor under the Contract.",CONTRACTOR#OBLI-direct
8502,"the Contract Price shall not be adjusted for any of these costs, except as stated in Sub-Clause.",NON
8503,"if any quantities are set out in a Schedule, they shall not be taken as the actual and correct quantities of the Works which the Contractor is required to execute, and they shall be used only for the purpose stated in the Schedule and for no other purpose.",NON
8504,"If no amount of advance payment is stated in the Contract Data, this Sub-Clause shall not apply.",NON
8505,"Subject to the following provisions of this Sub-Clause, the Employer shall make an advance payment, as an interest-free loan for mobilisation and design.",EMPLOYER#OBLI-direct
8506,The amount of the advance payment and the currencies in which it is to be paid shall be as stated in the Contract Data.,NON
8507,"The Contractor shall obtain an Advance Payment Guarantee in amounts and currencies equal to the advance payment, and shall submit it to the Employer.",CONTRACTOR#OBLI-direct
8508,"This guarantee shall be issued by an entity and from within a country to which the Employer gives consent, and shall be based on the sample form included in the tender documents or on another form agreed by the Employer.",NON
8509,"The Contractor shall ensure that the Advance Payment Guarantee is valid and enforceable until the advance payment has been repaid, but its amount may be progressively reduced by the amount repaid by the Contractor.",CONTRACTOR#OBLI-direct
8510,"If the terms of the Advance Payment Guarantee specify its expiry date, and the advance payment has not been repaid by the date 28 days before the expiry date, the Contractor shall extend the validity of this guarantee until the advance payment has been repaid.",CONTRACTOR#OBLI-direct
8511,the Contractor shall immediately submit evidence of this extension to the Employer.,CONTRACTOR#OBLI-direct
8512,"if the Employer does not receive this evidence 7 days before the expiry date of this guarantee, the Employer shall be entitled to claim under the guarantee the amount of advance payment which has not been repaid.",EMPLOYER#OBLI-explain
8513,"When submitting the Advance Payment Guarantee, the Contractor shall include an application for the advance payment.",CONTRACTOR#OBLI-direct
8514,"The Employer shall make the advance payment within 14 days after the Employer has received both the Performance Security and the Advance Payment Guarantee, in the form and issued by an entity in accordance with Sub-Clause respectively.",EMPLOYER#OBLI-direct
